Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN prepareForMobsim	END prepareForMobsim	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	prepareForMobsim	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
403	16:23:15	16:23:15	16:23:16	16:23:16	16:23:16	16:23:16			16:23:18	16:23:18	16:23:27	16:23:27	16:32:21	16:32:21	16:32:23	16:32:23	16:32:24	16:32:24			16:32:34	16:32:34		00:00:01	00:00:00		00:00:01	00:00:09	00:08:53	00:00:02	00:00:00		00:00:10	00:09:19
404	16:32:35	16:32:35	16:32:37	16:32:37	16:32:38	16:32:38			16:32:40	16:32:40	16:32:47	16:32:47	16:41:56	16:41:56	16:41:59	16:41:59	16:42:00	16:42:00			16:42:11	16:42:11		00:00:02	00:00:00		00:00:01	00:00:07	00:09:09	00:00:03	00:00:00		00:00:10	00:09:35
405	16:42:11	16:42:11	16:42:12	16:42:12	16:42:13	16:42:13			16:42:15	16:42:15	16:42:22	16:42:22	16:51:21	16:51:21	16:51:23	16:51:23	16:51:23	16:51:23			16:51:33	16:51:33		00:00:01	00:00:00		00:00:01	00:00:07	00:08:58	00:00:02	00:00:00		00:00:09	00:09:21
406	16:51:33	16:51:33	16:51:34	16:51:34	16:51:35	16:51:35			16:51:38	16:51:38	16:51:53	16:51:53	17:00:38	17:00:38	17:00:40	17:00:40	17:00:41	17:00:41			17:00:51	17:00:51		00:00:00	00:00:00		00:00:03	00:00:14	00:08:45	00:00:01	00:00:00		00:00:09	00:09:17
407	17:00:52	17:00:52	17:00:53	17:00:53	17:00:54	17:00:54			17:00:56	17:00:56	17:01:04	17:01:04	17:09:47	17:09:47	17:09:49	17:09:49	17:09:50	17:09:50			17:10:01	17:10:01		00:00:00	00:00:01		00:00:01	00:00:07	00:08:43	00:00:02	00:00:00		00:00:10	00:09:09
408	17:10:01	17:10:01	17:10:02	17:10:02	17:10:03	17:10:03			17:10:05	17:10:05	17:10:13	17:10:13	17:19:03	17:19:03	17:19:06	17:19:06	17:19:07	17:19:07			17:19:17	17:19:17		00:00:00	00:00:00		00:00:01	00:00:08	00:08:50	00:00:03	00:00:00		00:00:09	00:09:15
409	17:19:17	17:19:17	17:19:18	17:19:18	17:19:19	17:19:19			17:19:21	17:19:21	17:19:29	17:19:29	17:28:29	17:28:29	17:28:31	17:28:31	17:28:32	17:28:32			17:28:42	17:28:42		00:00:01	00:00:00		00:00:01	00:00:08	00:08:59	00:00:02	00:00:00		00:00:10	00:09:25
410	17:28:43	17:28:43	17:28:44	17:28:44	17:28:45	17:28:45			17:28:47	17:28:47	17:28:56	17:28:56	17:37:49	17:37:49	17:37:51	17:37:51	17:37:51	17:37:51	17:37:52	17:37:52	17:39:31	17:39:31		00:00:01	00:00:00		00:00:01	00:00:09	00:08:52	00:00:02	00:00:00	00:00:00	00:01:39	00:10:47
411	17:39:31	17:39:31	17:39:32	17:39:32	17:39:33	17:39:33			17:39:35	17:39:35	17:39:43	17:39:43	17:48:46	17:48:46	17:48:48	17:48:48	17:48:49	17:48:49			17:48:59	17:48:59		00:00:01	00:00:00		00:00:01	00:00:08	00:09:03	00:00:02	00:00:00		00:00:09	00:09:27
412	17:48:59	17:48:59	17:49:02	17:49:02	17:49:03	17:49:03			17:49:04	17:49:04	17:49:11	17:49:11	17:57:59	17:57:59	17:58:01	17:58:01	17:58:01	17:58:01			17:58:11	17:58:11		00:00:02	00:00:00		00:00:01	00:00:06	00:08:47	00:00:01	00:00:00		00:00:09	00:09:11
413	17:58:11	17:58:11	17:58:12	17:58:12	17:58:13	17:58:13			17:58:15	17:58:15	17:58:23	17:58:23	18:07:15	18:07:15	18:07:17	18:07:17	18:07:18	18:07:18			18:07:27	18:07:27		00:00:00	00:00:00		00:00:01	00:00:08	00:08:52	00:00:02	00:00:00		00:00:09	00:09:15
414	18:07:28	18:07:28	18:07:29	18:07:29	18:07:29	18:07:29			18:07:31	18:07:31	18:07:40	18:07:40	18:16:28	18:16:28	18:16:31	18:16:31	18:16:31	18:16:31			18:16:41	18:16:41		00:00:01	00:00:00		00:00:01	00:00:08	00:08:48	00:00:02	00:00:00		00:00:09	00:09:13
415	18:16:42	18:16:42	18:16:43	18:16:43	18:16:46	18:16:46			18:16:47	18:16:47	18:16:54	18:16:54	18:25:52	18:25:52	18:25:54	18:25:54	18:25:55	18:25:55			18:26:05	18:26:05		00:00:01	00:00:02		00:00:01	00:00:07	00:08:57	00:00:02	00:00:00		00:00:09	00:09:23
416	18:26:06	18:26:06	18:26:07	18:26:07	18:26:07	18:26:07			18:26:09	18:26:09	18:26:17	18:26:17	18:35:20	18:35:20	18:35:23	18:35:23	18:35:24	18:35:24			18:35:33	18:35:33		00:00:01	00:00:00		00:00:01	00:00:08	00:09:02	00:00:02	00:00:00		00:00:09	00:09:27
417	18:35:34	18:35:34	18:35:35	18:35:35	18:35:36	18:35:36			18:35:39	18:35:39	18:35:52	18:35:52	18:44:42	18:44:42	18:44:44	18:44:44	18:44:45	18:44:45			18:44:55	18:44:55		00:00:01	00:00:00		00:00:02	00:00:13	00:08:50	00:00:01	00:00:00		00:00:10	00:09:21
418	18:44:56	18:44:56	18:44:57	18:44:57	18:44:58	18:44:58			18:44:59	18:44:59	18:45:12	18:45:12	18:54:08	18:54:08	18:54:10	18:54:10	18:54:11	18:54:11			18:54:20	18:54:20		00:00:00	00:00:00		00:00:01	00:00:12	00:08:56	00:00:02	00:00:00		00:00:09	00:09:24
419	18:54:21	18:54:21	18:54:22	18:54:22	18:54:22	18:54:22			18:54:24	18:54:24	18:54:33	18:54:33	19:03:21	19:03:21	19:03:24	19:03:24	19:03:24	19:03:24			19:03:35	19:03:35		00:00:00	00:00:00		00:00:01	00:00:09	00:08:48	00:00:02	00:00:00		00:00:10	00:09:13
420	19:03:35	19:03:35	19:03:36	19:03:36	19:03:37	19:03:37			19:03:39	19:03:39	19:03:48	19:03:48	19:12:42	19:12:42	19:12:44	19:12:44	19:12:45	19:12:45	19:12:45	19:12:45	19:14:26	19:14:26		00:00:01	00:00:00		00:00:01	00:00:09	00:08:54	00:00:02	00:00:00	00:00:00	00:01:40	00:10:50
421	19:14:26	19:14:26	19:14:27	19:14:27	19:14:28	19:14:28			19:14:30	19:14:30	19:14:37	19:14:37	19:23:27	19:23:27	19:23:29	19:23:29	19:23:29	19:23:29			19:23:39	19:23:39		00:00:01	00:00:00		00:00:01	00:00:07	00:08:49	00:00:02	00:00:00		00:00:09	00:09:12
422	19:23:40	19:23:40	19:23:41	19:23:41	19:23:42	19:23:42			19:23:43	19:23:43	19:23:53	19:23:53	19:32:41	19:32:41	19:32:43	19:32:43	19:32:44	19:32:44			19:32:53	19:32:53		00:00:01	00:00:00		00:00:01	00:00:09	00:08:48	00:00:02	00:00:00		00:00:09	00:09:13
423	19:32:54	19:32:54	19:32:55	19:32:55	19:32:56	19:32:56			19:32:58	19:32:58	19:33:06	19:33:06	19:42:08	19:42:08	19:42:11	19:42:11	19:42:11	19:42:11			19:42:21	19:42:21		00:00:01	00:00:00		00:00:01	00:00:08	00:09:01	00:00:02	00:00:00		00:00:09	00:09:26
424	19:42:22	19:42:22	19:42:25	19:42:25	19:42:25	19:42:25			19:42:28	19:42:28	19:42:38	19:42:38	19:51:26	19:51:26	19:51:28	19:51:28	19:51:28	19:51:28			19:51:38	19:51:38		00:00:03	00:00:00		00:00:02	00:00:10	00:08:47	00:00:02	00:00:00		00:00:10	00:09:16
425	19:51:39	19:51:39	19:51:40	19:51:40	19:51:41	19:51:41			19:51:43	19:51:43	19:51:55	19:51:55	20:00:51	20:00:51	20:00:53	20:00:53	20:00:53	20:00:53			20:01:03	20:01:03		00:00:00	00:00:00		00:00:02	00:00:11	00:08:56	00:00:02	00:00:00		00:00:09	00:09:23
426	20:01:03	20:01:03	20:01:04	20:01:04	20:01:05	20:01:05			20:01:07	20:01:07	20:01:16	20:01:16	20:10:08	20:10:08	20:10:11	20:10:11	20:10:12	20:10:12			20:10:22	20:10:22		00:00:00	00:00:00		00:00:01	00:00:09	00:08:51	00:00:02	00:00:00		00:00:10	00:09:18
427	20:10:23	20:10:23	20:10:24	20:10:24	20:10:25	20:10:25			20:10:26	20:10:26	20:10:36	20:10:36	20:19:29	20:19:29	20:19:31	20:19:31	20:19:32	20:19:32			20:19:42	20:19:42		00:00:01	00:00:00		00:00:01	00:00:09	00:08:53	00:00:02	00:00:00		00:00:10	00:09:18
428	20:19:42	20:19:42	20:19:44	20:19:44	20:19:45	20:19:45			20:19:47	20:19:47	20:19:58	20:19:58	20:28:52	20:28:52	20:28:54	20:28:54	20:28:55	20:28:55			20:29:06	20:29:06		00:00:01	00:00:00		00:00:02	00:00:10	00:08:54	00:00:02	00:00:00		00:00:11	00:09:23
429	20:29:07	20:29:07	20:29:08	20:29:08	20:29:09	20:29:09			20:29:11	20:29:11	20:29:22	20:29:22	20:38:19	20:38:19	20:38:21	20:38:21	20:38:22	20:38:22			20:38:31	20:38:31		00:00:00	00:00:00		00:00:02	00:00:10	00:08:56	00:00:02	00:00:00		00:00:09	00:09:24
430	20:38:32	20:38:32	20:38:33	20:38:33	20:38:33	20:38:33			20:38:35	20:38:35	20:38:45	20:38:45	20:47:36	20:47:36	20:47:38	20:47:38	20:47:39	20:47:39	20:47:39	20:47:39	20:49:26	20:49:26		00:00:00	00:00:00		00:00:01	00:00:10	00:08:51	00:00:02	00:00:00	00:00:00	00:01:46	00:10:54
431	20:49:27	20:49:27	20:49:28	20:49:28	20:49:29	20:49:29			20:49:30	20:49:30	20:49:39	20:49:39	20:58:24	20:58:24	20:58:27	20:58:27	20:58:27	20:58:27			20:58:37	20:58:37		00:00:01	00:00:00		00:00:01	00:00:08	00:08:44	00:00:02	00:00:00		00:00:09	00:09:10
432	20:58:38	20:58:38	20:58:39	20:58:39	20:58:40	20:58:40			20:58:41	20:58:41	20:58:50	20:58:50	21:07:50	21:07:50	21:07:52	21:07:52	21:07:53	21:07:53			21:08:02	21:08:02		00:00:01	00:00:00		00:00:01	00:00:09	00:08:59	00:00:02	00:00:00		00:00:09	00:09:24
433	21:08:03	21:08:03	21:08:05	21:08:05	21:08:06	21:08:06			21:08:08	21:08:08	21:08:19	21:08:19	21:17:04	21:17:04	21:17:06	21:17:06	21:17:07	21:17:07			21:17:17	21:17:17		00:00:02	00:00:00		00:00:02	00:00:10	00:08:45	00:00:02	00:00:00		00:00:10	00:09:14
434	21:17:18	21:17:18	21:17:19	21:17:19	21:17:20	21:17:20			21:17:23	21:17:23	21:17:34	21:17:34	21:26:26	21:26:26	21:26:28	21:26:28	21:26:28	21:26:28			21:26:37	21:26:37		00:00:00	00:00:00		00:00:02	00:00:11	00:08:51	00:00:02	00:00:00		00:00:08	00:09:19
435	21:26:38	21:26:38	21:26:39	21:26:39	21:26:39	21:26:39			21:26:41	21:26:41	21:26:50	21:26:50	21:35:43	21:35:43	21:35:45	21:35:45	21:35:46	21:35:46			21:35:55	21:35:55		00:00:00	00:00:00		00:00:01	00:00:09	00:08:52	00:00:02	00:00:00		00:00:09	00:09:17
436	21:35:56	21:35:56	21:35:57	21:35:57	21:35:58	21:35:58			21:36:00	21:36:00	21:36:09	21:36:09	21:45:03	21:45:03	21:45:05	21:45:05	21:45:06	21:45:06			21:45:16	21:45:16		00:00:01	00:00:00		00:00:01	00:00:09	00:08:53	00:00:02	00:00:00		00:00:10	00:09:19
437	21:45:16	21:45:16	21:45:19	21:45:19	21:45:20	21:45:20			21:45:22	21:45:22	21:45:35	21:45:35	21:54:21	21:54:21	21:54:23	21:54:23	21:54:24	21:54:24			21:54:35	21:54:35		00:00:02	00:00:00		00:00:01	00:00:12	00:08:46	00:00:02	00:00:00		00:00:10	00:09:18
438	21:54:36	21:54:36	21:54:37	21:54:37	21:54:38	21:54:38			21:54:41	21:54:41	21:54:52	21:54:52	22:03:51	22:03:51	22:03:53	22:03:53	22:03:53	22:03:53			22:04:03	22:04:03		00:00:01	00:00:01		00:00:03	00:00:11	00:08:58	00:00:01	00:00:00		00:00:09	00:09:27
439	22:04:03	22:04:03	22:04:04	22:04:04	22:04:05	22:04:05			22:04:07	22:04:07	22:04:16	22:04:16	22:13:02	22:13:02	22:13:04	22:13:04	22:13:05	22:13:05			22:13:16	22:13:16		00:00:00	00:00:00		00:00:01	00:00:09	00:08:45	00:00:02	00:00:00		00:00:10	00:09:12
440	22:13:16	22:13:16	22:13:17	22:13:17	22:13:18	22:13:18			22:13:20	22:13:20	22:13:29	22:13:29	22:22:24	22:22:24	22:22:27	22:22:27	22:22:28	22:22:28	22:22:28	22:22:28	22:24:08	22:24:08		00:00:01	00:00:00		00:00:01	00:00:09	00:08:55	00:00:02	00:00:00	00:00:00	00:01:40	00:10:51
441	22:24:09	22:24:09	22:24:10	22:24:10	22:24:10	22:24:10			22:24:12	22:24:12	22:24:19	22:24:19	22:33:17	22:33:17	22:33:20	22:33:20	22:33:21	22:33:21			22:33:31	22:33:31		00:00:00	00:00:00		00:00:01	00:00:07	00:08:57	00:00:02	00:00:00		00:00:10	00:09:22
442	22:33:32	22:33:32	22:33:33	22:33:33	22:33:33	22:33:33			22:33:35	22:33:35	22:33:44	22:33:44	22:42:56	22:42:56	22:42:58	22:42:58	22:42:59	22:42:59			22:43:08	22:43:08		00:00:01	00:00:00		00:00:01	00:00:09	00:09:11	00:00:02	00:00:00		00:00:09	00:09:36
443	22:43:09	22:43:09	22:43:10	22:43:10	22:43:11	22:43:11			22:43:13	22:43:13	22:43:22	22:43:22	22:52:33	22:52:33	22:52:35	22:52:35	22:52:36	22:52:36			22:52:46	22:52:46		00:00:01	00:00:01		00:00:01	00:00:08	00:09:11	00:00:02	00:00:00		00:00:10	00:09:37
444	22:52:47	22:52:47	22:52:50	22:52:50	22:52:51	22:52:51			22:52:54	22:52:54	22:53:06	22:53:06	23:02:06	23:02:06	23:02:08	23:02:08	23:02:09	23:02:09			23:02:19	23:02:19		00:00:02	00:00:00		00:00:03	00:00:11	00:09:00	00:00:02	00:00:00		00:00:10	00:09:32
445	23:02:20	23:02:20	23:02:21	23:02:21	23:02:22	23:02:22			23:02:25	23:02:25	23:02:37	23:02:37	23:11:42	23:11:42	23:11:44	23:11:44	23:11:44	23:11:44			23:11:54	23:11:54		00:00:01	00:00:01		00:00:02	00:00:12	00:09:04	00:00:02	00:00:00		00:00:09	00:09:33
446	23:11:54	23:11:54	23:11:55	23:11:55	23:11:56	23:11:56			23:11:58	23:11:58	23:12:07	23:12:07	23:21:08	23:21:08	23:21:10	23:21:10	23:21:11	23:21:11			23:21:22	23:21:22		00:00:00	00:00:00		00:00:01	00:00:09	00:09:01	00:00:02	00:00:00		00:00:11	00:09:27
447	23:21:23	23:21:23	23:21:24	23:21:24	23:21:25	23:21:25			23:21:26	23:21:26	23:21:35	23:21:35	23:30:44	23:30:44	23:30:46	23:30:46	23:30:47	23:30:47			23:30:57	23:30:57		00:00:01	00:00:00		00:00:01	00:00:09	00:09:08	00:00:02	00:00:00		00:00:10	00:09:34
448	23:30:58	23:30:58	23:31:00	23:31:00	23:31:00	23:31:00			23:31:03	23:31:03	23:31:14	23:31:14	23:40:15	23:40:15	23:40:18	23:40:18	23:40:19	23:40:19			23:40:29	23:40:29		00:00:01	00:00:00		00:00:02	00:00:10	00:09:01	00:00:02	00:00:00		00:00:10	00:09:30
449	23:40:30	23:40:30	23:40:31	23:40:31	23:40:32	23:40:32			23:40:34	23:40:34	23:40:45	23:40:45	23:49:52	23:49:52	23:49:54	23:49:54	23:49:55	23:49:55			23:50:05	23:50:05		00:00:01	00:00:00		00:00:02	00:00:11	00:09:06	00:00:01	00:00:00		00:00:10	00:09:35
450	23:50:06	23:50:06	23:50:07	23:50:07	23:50:07	23:50:07	23:50:07	23:55:23	23:55:24	23:55:24	23:55:31	23:55:31	00:08:43	00:08:43	00:08:45	00:08:45	00:08:46	00:08:46	00:08:46	00:08:46	00:10:32	00:10:32		00:00:00	00:00:00	00:05:15	00:05:16	00:00:06	00:13:11	00:00:02	00:00:00	00:00:00	00:01:46	00:20:26
451	00:10:33	00:10:33	00:10:36	00:10:36	00:10:36	00:10:36			00:10:38	00:10:38	00:10:45	00:10:45	00:19:48	00:19:48	00:19:50	00:19:50	00:19:51	00:19:51			00:20:01	00:20:01		00:00:02	00:00:00		00:00:01	00:00:06	00:09:03	00:00:02	00:00:00		00:00:10	00:09:27
452	00:20:02	00:20:02	00:20:03	00:20:03	00:20:04	00:20:04			00:20:05	00:20:05	00:20:15	00:20:15	00:29:08	00:29:08	00:29:10	00:29:10	00:29:11	00:29:11			00:29:21	00:29:21		00:00:00	00:00:00		00:00:01	00:00:09	00:08:52	00:00:02	00:00:00		00:00:09	00:09:18
453	00:29:22	00:29:22	00:29:24	00:29:24	00:29:24	00:29:24			00:29:26	00:29:26	00:29:35	00:29:35	00:38:29	00:38:29	00:38:31	00:38:31	00:38:32	00:38:32			00:38:42	00:38:42		00:00:01	00:00:00		00:00:01	00:00:08	00:08:54	00:00:02	00:00:00		00:00:10	00:09:20
454	00:38:43	00:38:43	00:38:44	00:38:44	00:38:45	00:38:45			00:38:48	00:38:48	00:39:00	00:39:00	00:47:45	00:47:45	00:47:47	00:47:47	00:47:48	00:47:48			00:47:58	00:47:58		00:00:01	00:00:00		00:00:02	00:00:11	00:08:45	00:00:02	00:00:00		00:00:10	00:09:15
455	00:47:59	00:47:59	00:48:00	00:48:00	00:48:01	00:48:01			00:48:02	00:48:02	00:48:12	00:48:12	00:57:06	00:57:06	00:57:09	00:57:09	00:57:10	00:57:10			00:57:20	00:57:20		00:00:01	00:00:00		00:00:01	00:00:09	00:08:54	00:00:02	00:00:00		00:00:10	00:09:21
456	00:57:21	00:57:21	00:57:22	00:57:22	00:57:25	00:57:25			00:57:26	00:57:26	00:57:34	00:57:34	01:06:41	01:06:41	01:06:43	01:06:43	01:06:44	01:06:44			01:06:54	01:06:54		00:00:01	00:00:02		00:00:01	00:00:08	00:09:06	00:00:02	00:00:00		00:00:10	00:09:33
457	01:06:55	01:06:55	01:06:56	01:06:56	01:06:57	01:06:57			01:06:59	01:06:59	01:07:07	01:07:07	01:16:12	01:16:12	01:16:15	01:16:15	01:16:15	01:16:15			01:16:26	01:16:26		00:00:01	00:00:00		00:00:01	00:00:08	00:09:05	00:00:02	00:00:00		00:00:10	00:09:31
458	01:16:27	01:16:27	01:16:28	01:16:28	01:16:29	01:16:29			01:16:33	01:16:33	01:16:45	01:16:45	01:25:42	01:25:42	01:25:44	01:25:44	01:25:45	01:25:45			01:25:56	01:25:56		00:00:01	00:00:00		00:00:04	00:00:12	00:08:56	00:00:02	00:00:00		00:00:11	00:09:29
459	01:25:57	01:25:57	01:25:58	01:25:58	01:25:58	01:25:58			01:26:01	01:26:01	01:26:12	01:26:12	01:35:19	01:35:19	01:35:21	01:35:21	01:35:22	01:35:22			01:35:32	01:35:32		00:00:01	00:00:00		00:00:02	00:00:11	00:09:07	00:00:01	00:00:00		00:00:10	00:09:35
460	01:35:33	01:35:33	01:35:34	01:35:34	01:35:34	01:35:34			01:35:36	01:35:36	01:35:45	01:35:45	01:44:46	01:44:46	01:44:48	01:44:48	01:44:49	01:44:49	01:44:49	01:44:49	01:46:31	01:46:31		00:00:00	00:00:00		00:00:01	00:00:09	00:09:00	00:00:02	00:00:00	00:00:00	00:01:41	00:10:58
461	01:46:32	01:46:32	01:46:33	01:46:33	01:46:34	01:46:34			01:46:35	01:46:35	01:46:46	01:46:46	01:55:51	01:55:51	01:55:54	01:55:54	01:55:54	01:55:54			01:56:05	01:56:05		00:00:01	00:00:00		00:00:01	00:00:10	00:09:04	00:00:02	00:00:00		00:00:10	00:09:32
462	01:56:06	01:56:06	01:56:06	01:56:06	01:56:07	01:56:07			01:56:09	01:56:09	01:56:17	01:56:17	02:05:15	02:05:15	02:05:18	02:05:18	02:05:18	02:05:18			02:05:28	02:05:28		00:00:00	00:00:00		00:00:01	00:00:08	00:08:58	00:00:02	00:00:00		00:00:09	00:09:22
463	02:05:29	02:05:29	02:05:30	02:05:30	02:05:30	02:05:30			02:05:32	02:05:32	02:05:41	02:05:41	02:14:44	02:14:44	02:14:47	02:14:47	02:14:47	02:14:47			02:14:58	02:14:58		00:00:01	00:00:00		00:00:01	00:00:08	00:09:03	00:00:02	00:00:00		00:00:10	00:09:29
464	02:14:59	02:14:59	02:15:00	02:15:00	02:15:01	02:15:01			02:15:02	02:15:02	02:15:12	02:15:12	02:24:17	02:24:17	02:24:19	02:24:19	02:24:20	02:24:20			02:24:30	02:24:30		00:00:01	00:00:00		00:00:01	00:00:09	00:09:04	00:00:02	00:00:00		00:00:10	00:09:31
465	02:24:31	02:24:31	02:24:33	02:24:33	02:24:33	02:24:33			02:24:35	02:24:35	02:24:46	02:24:46	02:33:50	02:33:50	02:33:53	02:33:53	02:33:54	02:33:54			02:34:04	02:34:04		00:00:01	00:00:00		00:00:01	00:00:10	00:09:04	00:00:02	00:00:01		00:00:10	00:09:33
466	02:34:05	02:34:05	02:34:07	02:34:07	02:34:07	02:34:07			02:34:10	02:34:10	02:34:21	02:34:21	02:43:27	02:43:27	02:43:29	02:43:29	02:43:30	02:43:30			02:43:39	02:43:39		00:00:01	00:00:00		00:00:03	00:00:11	00:09:05	00:00:02	00:00:00		00:00:09	00:09:33
467	02:43:40	02:43:40	02:43:41	02:43:41	02:43:41	02:43:41			02:43:43	02:43:43	02:43:52	02:43:52	02:52:54	02:52:54	02:52:56	02:52:56	02:52:57	02:52:57			02:53:08	02:53:08		00:00:00	00:00:00		00:00:01	00:00:09	00:09:01	00:00:02	00:00:00		00:00:10	00:09:28
468	02:53:09	02:53:09	02:53:10	02:53:10	02:53:10	02:53:10			02:53:12	02:53:12	02:53:22	02:53:22	03:02:37	03:02:37	03:02:39	03:02:39	03:02:40	03:02:40			03:02:51	03:02:51		00:00:01	00:00:00		00:00:01	00:00:09	00:09:14	00:00:02	00:00:00		00:00:11	00:09:42
469	03:02:52	03:02:52	03:02:54	03:02:54	03:02:55	03:02:55			03:02:58	03:02:58	03:03:10	03:03:10	03:12:09	03:12:09	03:12:11	03:12:11	03:12:12	03:12:12			03:12:23	03:12:23		00:00:02	00:00:00		00:00:03	00:00:12	00:08:58	00:00:02	00:00:00		00:00:11	00:09:31
470	03:12:24	03:12:24	03:12:25	03:12:25	03:12:26	03:12:26			03:12:29	03:12:29	03:12:40	03:12:40	03:21:47	03:21:47	03:21:49	03:21:49	03:21:50	03:21:50	03:21:50	03:21:50	03:23:25	03:23:25		00:00:01	00:00:01		00:00:02	00:00:10	00:09:07	00:00:02	00:00:00	00:00:00	00:01:35	00:11:01
471	03:23:26	03:23:26	03:23:27	03:23:27	03:23:28	03:23:28			03:23:30	03:23:30	03:23:39	03:23:39	03:32:47	03:32:47	03:32:49	03:32:49	03:32:49	03:32:49			03:32:59	03:32:59		00:00:01	00:00:00		00:00:01	00:00:08	00:09:07	00:00:02	00:00:00		00:00:09	00:09:33
472	03:33:00	03:33:00	03:33:03	03:33:03	03:33:03	03:33:03			03:33:06	03:33:06	03:33:18	03:33:18	03:42:12	03:42:12	03:42:14	03:42:14	03:42:16	03:42:16			03:42:26	03:42:26		00:00:02	00:00:00		00:00:03	00:00:11	00:08:54	00:00:02	00:00:01		00:00:10	00:09:25
473	03:42:26	03:42:26	03:42:27	03:42:27	03:42:30	03:42:30			03:42:32	03:42:32	03:42:45	03:42:45	03:51:59	03:51:59	03:52:01	03:52:01	03:52:02	03:52:02			03:52:11	03:52:11		00:00:01	00:00:02		00:00:02	00:00:12	00:09:14	00:00:01	00:00:00		00:00:09	00:09:44
474	03:52:12	03:52:12	03:52:13	03:52:13	03:52:13	03:52:13			03:52:15	03:52:15	03:52:24	03:52:24	04:01:25	04:01:25	04:01:27	04:01:27	04:01:28	04:01:28			04:01:38	04:01:38		00:00:00	00:00:00		00:00:01	00:00:08	00:09:00	00:00:02	00:00:00		00:00:10	00:09:26
475	04:01:39	04:01:39	04:01:40	04:01:40	04:01:41	04:01:41			04:01:42	04:01:42	04:01:52	04:01:52	04:11:00	04:11:00	04:11:03	04:11:03	04:11:03	04:11:03			04:11:13	04:11:13		00:00:01	00:00:01		00:00:01	00:00:09	00:09:07	00:00:02	00:00:00		00:00:09	00:09:34
476	04:11:14	04:11:14	04:11:17	04:11:17	04:11:17	04:11:17			04:11:19	04:11:19	04:11:30	04:11:30	04:20:30	04:20:30	04:20:32	04:20:32	04:20:33	04:20:33			04:20:44	04:20:44		00:00:02	00:00:00		00:00:02	00:00:11	00:08:59	00:00:02	00:00:01		00:00:10	00:09:29
477	04:20:45	04:20:45	04:20:46	04:20:46	04:20:47	04:20:47			04:20:50	04:20:50	04:21:02	04:21:02	04:30:07	04:30:07	04:30:09	04:30:09	04:30:10	04:30:10			04:30:20	04:30:20		00:00:01	00:00:01		00:00:02	00:00:12	00:09:04	00:00:02	00:00:00		00:00:10	00:09:34
478	04:30:20	04:30:20	04:30:21	04:30:21	04:30:22	04:30:22			04:30:24	04:30:24	04:30:34	04:30:34	04:39:33	04:39:33	04:39:35	04:39:35	04:39:36	04:39:36			04:39:46	04:39:46		00:00:01	00:00:00		00:00:01	00:00:10	00:08:58	00:00:02	00:00:00		00:00:10	00:09:25
479	04:39:47	04:39:47	04:39:48	04:39:48	04:39:49	04:39:49			04:39:51	04:39:51	04:40:00	04:40:00	04:49:12	04:49:12	04:49:14	04:49:14	04:49:15	04:49:15			04:49:25	04:49:25		00:00:01	00:00:00		00:00:01	00:00:09	00:09:11	00:00:02	00:00:00		00:00:10	00:09:38
480	04:49:26	04:49:26	04:49:28	04:49:28	04:49:29	04:49:29			04:49:32	04:49:32	04:49:45	04:49:45	04:58:45	04:58:45	04:58:48	04:58:48	04:58:49	04:58:49	04:58:49	04:58:49	05:00:27	05:00:27		00:00:01	00:00:00		00:00:03	00:00:12	00:09:00	00:00:02	00:00:00	00:00:00	00:01:38	00:11:01
481	05:00:28	05:00:28	05:00:29	05:00:29	05:00:30	05:00:30			05:00:32	05:00:32	05:00:40	05:00:40	05:09:49	05:09:49	05:09:52	05:09:52	05:09:52	05:09:52			05:10:03	05:10:03		00:00:00	00:00:00		00:00:01	00:00:08	00:09:09	00:00:02	00:00:00		00:00:10	00:09:34
482	05:10:04	05:10:04	05:10:05	05:10:05	05:10:06	05:10:06			05:10:07	05:10:07	05:10:17	05:10:17	05:19:15	05:19:15	05:19:18	05:19:18	05:19:18	05:19:18			05:19:29	05:19:29		00:00:01	00:00:00		00:00:01	00:00:09	00:08:57	00:00:02	00:00:00		00:00:10	00:09:24
483	05:19:30	05:19:30	05:19:33	05:19:33	05:19:35	05:19:35			05:19:36	05:19:36	05:19:44	05:19:44	05:28:54	05:28:54	05:28:57	05:28:57	05:28:57	05:28:57			05:29:08	05:29:08		00:00:03	00:00:01		00:00:01	00:00:07	00:09:10	00:00:02	00:00:00		00:00:10	00:09:38
484	05:29:09	05:29:09	05:29:10	05:29:10	05:29:11	05:29:11			05:29:12	05:29:12	05:29:22	05:29:22	05:38:25	05:38:25	05:38:28	05:38:28	05:38:28	05:38:28			05:38:39	05:38:39		00:00:01	00:00:00		00:00:01	00:00:09	00:09:03	00:00:02	00:00:00		00:00:10	00:09:30
